CMDLINE /usr/bin/python3 ./memory_profile.py
MEM 2093.656250 1690420375.5448
MEM 2110.496094 1690420375.6454
MEM 2149.859375 1690420375.7461
MEM 2201.550781 1690420375.8467
MEM 2222.222656 1690420375.9473
MEM 2239.738281 1690420376.0479
MEM 2245.839844 1690420376.1484
MEM 2246.187500 1690420376.2490
MEM 2246.187500 1690420376.3496
MEM 2246.187500 1690420376.4501
MEM 2246.187500 1690420376.5507
MEM 2246.187500 1690420376.6513
MEM 2246.187500 1690420376.7518
MEM 2246.187500 1690420376.8525
MEM 2246.187500 1690420376.9530
MEM 2246.187500 1690420377.0536
MEM 2246.187500 1690420377.1541
MEM 2246.187500 1690420377.2546
MEM 2246.187500 1690420377.3551
MEM 2246.187500 1690420377.4557
MEM 2246.187500 1690420377.5562
MEM 2246.187500 1690420377.6566
MEM 2246.187500 1690420377.7572
MEM 2246.187500 1690420377.8577
MEM 2246.187500 1690420377.9582
MEM 2246.187500 1690420378.0588
MEM 2246.187500 1690420378.1598
MEM 2246.187500 1690420378.2603
MEM 2246.187500 1690420378.3608
MEM 2246.503906 1690420378.4613
MEM 2246.503906 1690420378.5618
MEM 2246.503906 1690420378.6623
MEM 2246.503906 1690420378.7628
MEM 2246.503906 1690420378.8633
MEM 2246.503906 1690420378.9638
MEM 2246.503906 1690420379.0642
MEM 2246.503906 1690420379.1647
MEM 2296.144531 1690420379.2653
MEM 2361.371094 1690420379.3660
MEM 2426.339844 1690420379.4665
MEM 2501.105469 1690420379.5671
MEM 2609.285156 1690420379.6679
MEM 2636.656250 1690420379.7686
MEM 2561.578125 1690420379.8695
MEM 2569.570312 1690420379.9702
MEM 2578.851562 1690420380.0708
MEM 2597.152344 1690420380.1718
MEM 2606.433594 1690420380.2724
MEM 2700.535156 1690420380.3731
MEM 2614.550781 1690420380.4737
MEM 2623.832031 1690420380.5743
MEM 2633.113281 1690420380.6749
MEM 2642.394531 1690420380.7755
MEM 2651.675781 1690420380.8761
MEM 2659.667969 1690420380.9767
MEM 2659.667969 1690420381.0774
MEM 2621.890625 1690420381.1781
MEM 2621.890625 1690420381.2787
MEM 2621.890625 1690420381.3792
MEM 2621.890625 1690420381.4799
MEM 2621.890625 1690420381.5805
MEM 2621.890625 1690420381.6810
MEM 2621.890625 1690420381.7816
MEM 2621.890625 1690420381.8821
MEM 2621.890625 1690420381.9827
MEM 2621.890625 1690420382.0836
MEM 2621.890625 1690420382.1842
MEM 2621.890625 1690420382.2847
MEM 2621.890625 1690420382.3853
MEM 2621.890625 1690420382.4858
MEM 2621.890625 1690420382.5864
MEM 2621.890625 1690420382.6870
MEM 2621.890625 1690420382.7876
MEM 2621.890625 1690420382.8882
MEM 2622.117188 1690420382.9888
MEM 2623.476562 1690420383.0893
MEM 2635.402344 1690420383.1901
MEM 2646.632812 1690420383.2908
MEM 2656.132812 1690420383.3915
MEM 2665.914062 1690420383.4921
MEM 2675.414062 1690420383.5927
MEM 2683.355469 1690420383.6933
MEM 2693.449219 1690420383.7939
MEM 2704.644531 1690420383.8945
MEM 2713.492188 1690420383.9951
MEM 2714.437500 1690420384.0957
MEM 2714.566406 1690420384.1963
MEM 2714.566406 1690420384.2972
MEM 2714.527344 1690420384.3979
MEM 2714.531250 1690420384.4985
MEM 2714.539062 1690420384.5994
MEM 2714.539062 1690420384.7000
MEM 2714.542969 1690420384.8007
MEM 2714.542969 1690420384.9013
MEM 2714.542969 1690420385.0022
MEM 2714.542969 1690420385.1030
MEM 2714.558594 1690420385.2037
MEM 2714.558594 1690420385.3046
MEM 2714.558594 1690420385.4052
MEM 2714.363281 1690420385.5069
MEM 2714.128906 1690420385.6076
MEM 2714.117188 1690420385.7082
MEM 2714.117188 1690420385.8088
MEM 2714.085938 1690420385.9095
MEM 2714.062500 1690420386.0104
MEM 2714.035156 1690420386.1110
MEM 2714.007812 1690420386.2116
MEM 2713.921875 1690420386.3122
MEM 2713.937500 1690420386.4129
MEM 2696.671875 1690420386.5138
MEM 2682.093750 1690420386.6144
MEM 2677.222656 1690420386.7150
MEM 2633.976562 1690420386.8201
MEM 2622.097656 1690420386.9208
MEM 2611.113281 1690420387.0214
MEM 2598.246094 1690420387.1221
MEM 2587.835938 1690420387.2227
MEM 2569.718750 1690420387.3268
MEM 2538.617188 1690420387.4274
MEM 2519.421875 1690420387.5280
MEM 2501.445312 1690420387.6286
MEM 2499.171875 1690420387.7294
MEM 2475.632812 1690420387.8301
MEM 2460.554688 1690420387.9307
MEM 2439.312500 1690420388.0313
MEM 2436.152344 1690420388.1320
MEM 2422.878906 1690420388.2336
MEM 2414.937500 1690420388.3354
MEM 2414.937500 1690420388.4362
MEM 2414.867188 1690420388.5372
MEM 2414.945312 1690420388.6380
MEM 2414.929688 1690420388.7386
MEM 2414.898438 1690420388.8396
MEM 2412.890625 1690420388.9412
MEM 2411.886719 1690420389.0425
MEM 2411.726562 1690420389.1433
MEM 2412.777344 1690420389.2581
MEM 2412.148438 1690420389.3597
MEM 2413.050781 1690420389.4605
MEM 2414.691406 1690420389.5611
MEM 2415.562500 1690420389.6617
MEM 2418.601562 1690420389.7624
MEM 2420.230469 1690420389.8635
MEM 2419.484375 1690420389.9649
MEM 2419.281250 1690420390.0656
MEM 2416.050781 1690420390.1678
MEM 2412.808594 1690420390.2690
MEM 2411.609375 1690420390.3699
MEM 2410.738281 1690420390.4707
MEM 2412.531250 1690420390.5716
MEM 2413.136719 1690420390.6732
MEM 2413.644531 1690420390.7742
MEM 2413.078125 1690420390.8749
MEM 2412.167969 1690420390.9759
MEM 2411.144531 1690420391.0771
MEM 2410.699219 1690420391.1781
MEM 2411.230469 1690420391.2788
MEM 2411.679688 1690420391.3798
MEM 2413.183594 1690420391.4808
MEM 2414.347656 1690420391.5817
MEM 2415.605469 1690420391.6824
MEM 2414.914062 1690420391.7830
MEM 2416.050781 1690420391.8836
MEM 2417.691406 1690420391.9851
MEM 2420.703125 1690420392.0859
MEM 2424.492188 1690420392.1865
MEM 2426.261719 1690420392.2876
MEM 2427.402344 1690420392.3886
MEM 2425.710938 1690420392.4893
MEM 2425.515625 1690420392.5902
MEM 2424.257812 1690420392.6909
MEM 2424.867188 1690420392.7916
MEM 2426.613281 1690420392.8924
MEM 2427.449219 1690420392.9930
MEM 2426.296875 1690420393.0938
MEM 2427.125000 1690420393.1943
MEM 2426.675781 1690420393.2950
MEM 2426.675781 1690420393.3957
MEM 2427.964844 1690420393.4982
MEM 2426.695312 1690420393.5991
MEM 2423.433594 1690420393.6999
MEM 2420.582031 1690420393.8007
MEM 2424.460938 1690420393.9013
MEM 2428.234375 1690420394.0019
MEM 2431.609375 1690420394.1027
MEM 2432.929688 1690420394.2035
MEM 2433.550781 1690420394.3048
MEM 2440.714844 1690420394.4069
MEM 2447.812500 1690420394.5079
MEM 2447.511719 1690420394.6088
MEM 2449.800781 1690420394.7099
MEM 2451.589844 1690420394.8106
MEM 2453.273438 1690420394.9112
MEM 0.000000 1690420395.0120
MEM 0.000000 1690420395.1126
MEM 0.000000 1690420395.2132
MEM 0.000000 1690420395.3138
MEM 0.000000 1690420395.4144
MEM 0.000000 1690420395.5151
