CMDLINE /usr/bin/python3 ./memory_profile.py
MEM 1242.253906 1690421595.5229
MEM 1258.261719 1690421595.6236
MEM 1292.972656 1690421595.7242
MEM 1317.066406 1690421595.8248
MEM 1347.289062 1690421595.9254
MEM 1378.718750 1690421596.0260
MEM 1401.679688 1690421596.1266
MEM 1430.203125 1690421596.2271
MEM 1479.550781 1690421596.3278
MEM 1492.160156 1690421596.4283
MEM 1553.285156 1690421596.5289
MEM 1565.402344 1690421596.6295
MEM 1576.148438 1690421596.7301
MEM 1609.898438 1690421596.8307
MEM 1638.281250 1690421596.9313
MEM 1698.125000 1690421597.0321
MEM 1712.304688 1690421597.1327
MEM 1719.300781 1690421597.2332
MEM 1766.199219 1690421597.3338
MEM 1783.472656 1690421597.4344
MEM 1820.234375 1690421597.5350
MEM 1854.312500 1690421597.6357
MEM 1883.808594 1690421597.7363
MEM 1898.914062 1690421597.8368
MEM 1952.597656 1690421597.9374
MEM 1980.183594 1690421598.0380
MEM 1993.625000 1690421598.1386
MEM 2016.675781 1690421598.2392
MEM 2047.320312 1690421598.3401
MEM 2100.488281 1690421598.4407
MEM 2133.488281 1690421598.5414
MEM 2200.867188 1690421598.6420
MEM 2229.226562 1690421598.7426
MEM 2237.734375 1690421598.8432
MEM 2237.695312 1690421598.9438
MEM 2257.980469 1690421599.0444
MEM 2257.980469 1690421599.1449
MEM 2257.980469 1690421599.2454
MEM 2257.980469 1690421599.3458
MEM 2257.980469 1690421599.4464
MEM 2257.980469 1690421599.5468
MEM 2257.980469 1690421599.6472
MEM 2257.980469 1690421599.7477
MEM 2257.980469 1690421599.8481
MEM 2257.980469 1690421599.9486
MEM 2257.980469 1690421600.0491
MEM 2257.980469 1690421600.1496
MEM 2257.980469 1690421600.2501
MEM 2257.980469 1690421600.3506
MEM 2257.980469 1690421600.4511
MEM 2257.980469 1690421600.5517
MEM 2257.980469 1690421600.6522
MEM 2257.980469 1690421600.7527
MEM 2257.980469 1690421600.8532
MEM 2257.980469 1690421600.9537
MEM 2257.980469 1690421601.0543
MEM 2257.980469 1690421601.1548
MEM 2257.980469 1690421601.2552
MEM 2257.980469 1690421601.3559
MEM 2258.261719 1690421601.4565
MEM 2258.519531 1690421601.5570
MEM 2258.519531 1690421601.6575
MEM 2258.519531 1690421601.7580
MEM 2258.519531 1690421601.8585
MEM 2258.519531 1690421601.9590
MEM 2258.519531 1690421602.0596
MEM 2258.519531 1690421602.1622
MEM 2267.542969 1690421602.2628
MEM 2352.621094 1690421602.3635
MEM 2413.722656 1690421602.4641
MEM 2490.035156 1690421602.5647
MEM 2566.605469 1690421602.6653
MEM 2639.308594 1690421602.7659
MEM 2716.652344 1690421602.8665
MEM 2796.316406 1690421602.9672
MEM 2870.050781 1690421603.0678
MEM 2870.050781 1690421603.1685
MEM 2870.050781 1690421603.2692
MEM 2870.230469 1690421603.3697
MEM 2870.238281 1690421603.4704
MEM 2870.242188 1690421603.5712
MEM 2870.246094 1690421603.6724
MEM 2870.253906 1690421603.7729
MEM 2870.257812 1690421603.8736
MEM 2870.101562 1690421603.9744
MEM 2870.121094 1690421604.0750
MEM 2870.062500 1690421604.1757
MEM 2870.062500 1690421604.2762
MEM 2870.062500 1690421604.3769
MEM 2870.054688 1690421604.4775
MEM 2870.054688 1690421604.5781
MEM 2870.070312 1690421604.6787
MEM 2775.957031 1690421604.7795
MEM 2775.957031 1690421604.8800
MEM 2775.957031 1690421604.9806
MEM 2775.957031 1690421605.0811
MEM 2775.957031 1690421605.1820
MEM 2775.957031 1690421605.2825
MEM 2775.957031 1690421605.3830
MEM 2775.957031 1690421605.4835
MEM 2775.957031 1690421605.5840
MEM 2775.957031 1690421605.6845
MEM 2775.957031 1690421605.7850
MEM 2775.957031 1690421605.8855
MEM 2775.957031 1690421605.9860
MEM 2775.957031 1690421606.0865
MEM 2775.957031 1690421606.1870
MEM 2775.957031 1690421606.2875
MEM 2775.957031 1690421606.3881
MEM 2775.957031 1690421606.4886
MEM 2776.378906 1690421606.5891
MEM 2776.671875 1690421606.6897
MEM 2780.328125 1690421606.7905
MEM 2480.066406 1690421606.8930
MEM 2277.527344 1690421606.9936
MEM 2281.753906 1690421607.0950
MEM 2286.164062 1690421607.1958
MEM 2294.925781 1690421607.2963
MEM 2309.753906 1690421607.3969
MEM 2333.921875 1690421607.4975
MEM 2353.937500 1690421607.5980
MEM 2367.187500 1690421607.6987
MEM 2388.507812 1690421607.8001
MEM 2410.664062 1690421607.9007
MEM 2414.453125 1690421608.0015
MEM 2427.773438 1690421608.1026
MEM 2446.007812 1690421608.2036
MEM 2474.437500 1690421608.3042
MEM 2494.335938 1690421608.4053
MEM 2506.148438 1690421608.5059
MEM 2524.019531 1690421608.6065
MEM 2533.097656 1690421608.7079
MEM 2551.144531 1690421608.8085
MEM 2560.167969 1690421608.9095
MEM 2578.214844 1690421609.0102
MEM 2587.238281 1690421609.1108
MEM 2596.261719 1690421609.2115
MEM 2614.250000 1690421609.3123
MEM 2627.386719 1690421609.4130
MEM 2641.042969 1690421609.5136
MEM 2650.046875 1690421609.6143
MEM 2668.070312 1690421609.7149
MEM 2677.078125 1690421609.8155
MEM 2686.089844 1690421609.9161
MEM 2704.046875 1690421610.0213
MEM 2712.976562 1690421610.1219
MEM 2726.980469 1690421610.2226
MEM 2740.128906 1690421610.3241
MEM 2756.839844 1690421610.4248
MEM 2767.066406 1690421610.5255
MEM 2776.121094 1690421610.6270
MEM 2794.109375 1690421610.7277
MEM 2802.730469 1690421610.8284
MEM 2809.382812 1690421610.9290
MEM 2793.523438 1690421611.0298
MEM 2798.242188 1690421611.1305
MEM 2780.062500 1690421611.2311
MEM 2774.460938 1690421611.3319
MEM 2753.914062 1690421611.4325
MEM 2762.925781 1690421611.5331
MEM 2748.195312 1690421611.6340
MEM 2715.019531 1690421611.7348
MEM 2724.214844 1690421611.8355
MEM 2732.082031 1690421611.9365
MEM 2739.417969 1690421612.0373
MEM 2723.914062 1690421612.1383
MEM 2711.117188 1690421612.2392
MEM 2703.351562 1690421612.3399
MEM 2699.457031 1690421612.4407
MEM 2704.476562 1690421612.5416
MEM 2713.476562 1690421612.6439
MEM 2718.921875 1690421612.7452
MEM 2727.929688 1690421612.8464
MEM 2728.113281 1690421612.9473
MEM 2729.035156 1690421613.0480
MEM 2729.457031 1690421613.1486
MEM 2730.332031 1690421613.2492
MEM 2732.980469 1690421613.3505
MEM 2734.976562 1690421613.4512
MEM 2737.398438 1690421613.5518
MEM 2737.796875 1690421613.6524
MEM 2756.203125 1690421613.7532
MEM 2758.128906 1690421613.8540
MEM 2772.890625 1690421613.9547
MEM 2769.308594 1690421614.0559
MEM 2776.507812 1690421614.1570
MEM 2785.507812 1690421614.2577
MEM 2791.417969 1690421614.3588
MEM 2799.949219 1690421614.4600
MEM 2808.898438 1690421614.5611
MEM 2817.074219 1690421614.6621
MEM 2819.023438 1690421614.7628
MEM 2820.199219 1690421614.8642
MEM 2820.800781 1690421614.9650
MEM 2821.863281 1690421615.0657
MEM 2821.207031 1690421615.1665
MEM 2821.769531 1690421615.2671
MEM 2823.035156 1690421615.3678
MEM 2823.117188 1690421615.4686
MEM 2833.839844 1690421615.5711
MEM 2843.882812 1690421615.6758
MEM 2844.347656 1690421615.7837
MEM 2860.816406 1690421615.8843
MEM 2867.890625 1690421615.9850
MEM 2875.281250 1690421616.0859
MEM 2891.179688 1690421616.1866
MEM 2890.062500 1690421616.2876
MEM 2891.054688 1690421616.3885
MEM 2891.605469 1690421616.4892
MEM 2893.042969 1690421616.5901
MEM 2894.421875 1690421616.6908
MEM 2896.796875 1690421616.7915
MEM 2898.906250 1690421616.8922
MEM 2899.363281 1690421616.9936
MEM 2908.812500 1690421617.0944
MEM 2918.003906 1690421617.1953
MEM 2918.003906 1690421617.2959
MEM 2934.921875 1690421617.3968
MEM 2934.875000 1690421617.4983
MEM 2943.113281 1690421617.5990
MEM 2938.031250 1690421617.7045
MEM 2936.554688 1690421617.8051
MEM 2934.492188 1690421617.9057
MEM 2923.082031 1690421618.0108
MEM 2938.550781 1690421618.1119
MEM 2929.250000 1690421618.2200
MEM 2933.050781 1690421618.3237
MEM 2935.296875 1690421618.4252
MEM 2923.843750 1690421618.5270
MEM 2930.968750 1690421618.6278
MEM 2921.273438 1690421618.7284
MEM 2920.351562 1690421618.8291
MEM 2925.191406 1690421618.9297
MEM 2928.000000 1690421619.0304
MEM 2930.531250 1690421619.1311
MEM 2932.980469 1690421619.2317
MEM 2950.207031 1690421619.3334
MEM 2960.992188 1690421619.4340
MEM 2970.359375 1690421619.5346
MEM 2988.152344 1690421619.6359
MEM 2997.175781 1690421619.7365
MEM 3012.609375 1690421619.8372
MEM 3024.210938 1690421619.9381
MEM 3039.679688 1690421620.0388
MEM 3051.281250 1690421620.1395
MEM 3061.945312 1690421620.2400
MEM 3064.925781 1690421620.3406
MEM 3082.929688 1690421620.4422
MEM 3091.687500 1690421620.5436
MEM 3109.734375 1690421620.6443
MEM 3118.941406 1690421620.7450
MEM 3127.781250 1690421620.8459
MEM 3139.863281 1690421620.9465
MEM 3154.816406 1690421621.0471
MEM 3166.441406 1690421621.1479
MEM 3181.906250 1690421621.2491
MEM 3187.394531 1690421621.3498
MEM 3186.902344 1690421621.4506
MEM 3194.687500 1690421621.5515
MEM 3192.421875 1690421621.6521
MEM 3191.824219 1690421621.7528
MEM 3193.289062 1690421621.8535
MEM 3203.378906 1690421621.9542
MEM 3199.558594 1690421622.0548
MEM 3197.210938 1690421622.1556
MEM 3195.242188 1690421622.2563
MEM 3190.570312 1690421622.3574
MEM 3193.074219 1690421622.4587
MEM 3188.855469 1690421622.5593
MEM 3197.820312 1690421622.6602
MEM 3185.210938 1690421622.7609
MEM 3177.171875 1690421622.8616
MEM 3171.945312 1690421622.9622
MEM 3162.378906 1690421623.0631
MEM 3148.878906 1690421623.1639
MEM 3143.656250 1690421623.2646
MEM 3138.855469 1690421623.3653
MEM 3124.894531 1690421623.4659
MEM 3123.175781 1690421623.5669
MEM 3108.707031 1690421623.6677
MEM 3092.640625 1690421623.7685
MEM 3086.484375 1690421623.8694
MEM 3070.683594 1690421623.9702
MEM 3056.652344 1690421624.0708
MEM 3046.511719 1690421624.1717
MEM 3039.941406 1690421624.2724
MEM 3036.496094 1690421624.3735
MEM 3036.968750 1690421624.4747
MEM 3033.562500 1690421624.5755
MEM 3021.578125 1690421624.6761
MEM 3013.570312 1690421624.7769
MEM 3003.710938 1690421624.8776
MEM 2989.000000 1690421624.9783
MEM 2981.957031 1690421625.0793
MEM 2982.617188 1690421625.1801
MEM 2984.597656 1690421625.2813
MEM 2978.300781 1690421625.3821
MEM 2975.597656 1690421625.4827
MEM 2965.589844 1690421625.5833
MEM 2967.210938 1690421625.6869
MEM 2955.152344 1690421625.7879
MEM 2940.042969 1690421625.8885
MEM 2935.882812 1690421625.9893
MEM 2933.156250 1690421626.0900
MEM 2920.214844 1690421626.1908
MEM 2902.429688 1690421626.2916
MEM 2894.742188 1690421626.3923
MEM 2885.492188 1690421626.4929
MEM 2871.960938 1690421626.5935
MEM 2850.355469 1690421626.6944
MEM 2838.601562 1690421626.7952
MEM 2831.582031 1690421626.8959
MEM 2812.261719 1690421626.9968
MEM 2799.636719 1690421627.0975
MEM 2790.148438 1690421627.1983
MEM 2781.875000 1690421627.2991
MEM 2768.578125 1690421627.3998
MEM 2758.023438 1690421627.5025
MEM 2748.710938 1690421627.6032
MEM 2738.441406 1690421627.7039
MEM 2727.246094 1690421627.8045
MEM 2716.773438 1690421627.9053
MEM 2707.566406 1690421628.0061
MEM 2697.574219 1690421628.1069
MEM 2685.812500 1690421628.2076
MEM 2687.058594 1690421628.3081
MEM 2687.339844 1690421628.4087
MEM 2691.304688 1690421628.5096
MEM 2690.566406 1690421628.6103
MEM 2682.835938 1690421628.7109
MEM 2678.687500 1690421628.8118
MEM 2679.851562 1690421628.9129
MEM 2679.378906 1690421629.0142
MEM 2680.417969 1690421629.1150
MEM 2669.679688 1690421629.2157
MEM 2659.351562 1690421629.3162
MEM 2654.015625 1690421629.4170
MEM 0.000000 1690421629.5176
MEM 0.000000 1690421629.6181
MEM 0.000000 1690421629.7186
MEM 0.000000 1690421629.8192
MEM 0.000000 1690421629.9198
MEM 0.000000 1690421630.0204
MEM 0.000000 1690421630.1210
MEM 0.000000 1690421630.2215
MEM 0.000000 1690421630.3221
MEM 0.000000 1690421630.4228
MEM 0.000000 1690421630.5235
