CMDLINE /usr/bin/python3 ./memory_profile.py
MEM 1576.773438 1690420176.8562
MEM 1596.816406 1690420176.9568
MEM 1623.113281 1690420177.0573
MEM 1644.714844 1690420177.1579
MEM 1687.601562 1690420177.2585
MEM 1704.062500 1690420177.3591
MEM 1727.363281 1690420177.4598
MEM 1777.433594 1690420177.5604
MEM 1793.675781 1690420177.6610
MEM 1843.183594 1690420177.7616
MEM 1858.394531 1690420177.8622
MEM 1911.148438 1690420177.9628
MEM 1941.312500 1690420178.0634
MEM 1948.015625 1690420178.1640
MEM 1958.988281 1690420178.2646
MEM 1994.285156 1690420178.3652
MEM 2034.871094 1690420178.4658
MEM 2081.246094 1690420178.5664
MEM 2103.675781 1690420178.6671
MEM 2112.964844 1690420178.7678
MEM 2133.101562 1690420178.8684
MEM 2163.980469 1690420178.9690
MEM 2195.011719 1690420179.0696
MEM 2237.640625 1690420179.1702
MEM 2257.750000 1690420179.2708
MEM 2300.621094 1690420179.3715
MEM 2310.675781 1690420179.4721
MEM 2331.960938 1690420179.5727
MEM 2364.113281 1690420179.6733
MEM 2395.941406 1690420179.7739
MEM 2423.761719 1690420179.8744
MEM 2446.046875 1690420179.9750
MEM 2464.855469 1690420180.0757
MEM 2526.464844 1690420180.1763
MEM 2539.234375 1690420180.2768
MEM 2560.203125 1690420180.3774
MEM 2611.117188 1690420180.4781
MEM 2645.128906 1690420180.5787
MEM 2662.296875 1690420180.6793
MEM 2692.917969 1690420180.7862
MEM 2708.292969 1690420180.8868
MEM 2725.261719 1690420180.9874
MEM 2779.199219 1690420181.0880
MEM 2823.429688 1690420181.1885
MEM 2847.914062 1690420181.2891
MEM 2872.097656 1690420181.3897
MEM 2934.011719 1690420181.4903
MEM 2954.542969 1690420181.5909
MEM 2976.066406 1690420181.6916
MEM 3002.386719 1690420181.7922
MEM 3049.664062 1690420181.8928
MEM 3058.804688 1690420181.9934
MEM 3081.429688 1690420182.0939
MEM 3100.433594 1690420182.1945
MEM 3116.683594 1690420182.2951
MEM 3148.136719 1690420182.3958
MEM 3162.554688 1690420182.4963
MEM 3199.187500 1690420182.5969
MEM 3214.949219 1690420182.6976
MEM 3218.312500 1690420182.7981
MEM 3218.769531 1690420182.8986
MEM 3218.769531 1690420182.9992
MEM 3218.769531 1690420183.0998
MEM 3218.769531 1690420183.2011
MEM 3218.769531 1690420183.3016
MEM 3218.769531 1690420183.4021
MEM 3218.769531 1690420183.5027
MEM 3218.769531 1690420183.6032
MEM 3218.769531 1690420183.7038
MEM 3218.769531 1690420183.8044
MEM 3218.769531 1690420183.9050
MEM 3218.769531 1690420184.0056
MEM 3218.769531 1690420184.1062
MEM 3218.769531 1690420184.2068
MEM 3218.769531 1690420184.3074
MEM 3218.769531 1690420184.4080
MEM 3218.769531 1690420184.5085
MEM 3218.769531 1690420184.6091
MEM 3218.769531 1690420184.7096
MEM 3219.054688 1690420184.8102
MEM 3219.054688 1690420184.9109
MEM 3219.054688 1690420185.0116
MEM 3219.054688 1690420185.1122
MEM 3219.054688 1690420185.2127
MEM 3219.054688 1690420185.3133
MEM 3219.054688 1690420185.4140
MEM 3219.054688 1690420185.5145
MEM 3219.203125 1690420185.6152
MEM 3219.222656 1690420185.7158
MEM 3219.222656 1690420185.8164
MEM 3219.222656 1690420185.9169
MEM 3219.222656 1690420186.0175
MEM 3219.222656 1690420186.1180
MEM 3219.222656 1690420186.2186
MEM 3219.222656 1690420186.3193
MEM 3219.222656 1690420186.4198
MEM 3219.222656 1690420186.5204
MEM 3066.062500 1690420186.6209
MEM 3066.515625 1690420186.7222
MEM 3078.113281 1690420186.8228
MEM 3080.339844 1690420186.9235
MEM 3080.339844 1690420187.0241
MEM 3080.472656 1690420187.1247
MEM 3080.472656 1690420187.2254
MEM 3080.472656 1690420187.3260
MEM 3080.472656 1690420187.4267
MEM 3080.472656 1690420187.5279
MEM 3080.472656 1690420187.6285
MEM 3084.843750 1690420187.7292
MEM 3107.316406 1690420187.8299
MEM 3125.480469 1690420187.9304
MEM 3147.769531 1690420188.0310
MEM 3165.816406 1690420188.1323
MEM 3183.863281 1690420188.2329
MEM 3201.910156 1690420188.3335
MEM 3201.910156 1690420188.4342
MEM 3219.953125 1690420188.5360
MEM 3242.382812 1690420188.6366
MEM 3262.234375 1690420188.7373
MEM 3278.992188 1690420188.8386
MEM 3293.171875 1690420188.9394
MEM 3314.308594 1690420189.0406
MEM 3337.496094 1690420189.1413
MEM 3359.406250 1690420189.2419
MEM 3359.406250 1690420189.3425
MEM 3359.406250 1690420189.4431
MEM 3359.406250 1690420189.5437
MEM 3359.406250 1690420189.6443
MEM 3378.593750 1690420189.7449
MEM 3399.984375 1690420189.8455
MEM 3422.382812 1690420189.9462
MEM 3440.367188 1690420190.0469
MEM 3458.484375 1690420190.1476
MEM 3475.210938 1690420190.2483
MEM 3486.292969 1690420190.3490
MEM 3494.503906 1690420190.4497
MEM 3494.503906 1690420190.5503
MEM 3494.503906 1690420190.6509
MEM 3494.503906 1690420190.7516
MEM 3512.507812 1690420190.8527
MEM 3534.011719 1690420190.9533
MEM 3557.015625 1690420191.0540
MEM 3573.769531 1690420191.1546
MEM 3579.957031 1690420191.2552
MEM 3579.957031 1690420191.3558
MEM 3579.957031 1690420191.4564
MEM 3579.957031 1690420191.5570
MEM 3579.957031 1690420191.6576
MEM 3579.957031 1690420191.7583
MEM 3588.269531 1690420191.8589
MEM 3602.382812 1690420191.9597
MEM 3624.812500 1690420192.0603
MEM 3646.980469 1690420192.1610
MEM 3665.285156 1690420192.2616
MEM 3683.308594 1690420192.3622
MEM 3710.328125 1690420192.4627
MEM 3737.398438 1690420192.5634
MEM 3737.636719 1690420192.6641
MEM 3753.292969 1690420192.7661
MEM 3764.386719 1690420192.8667
MEM 3786.679688 1690420192.9676
MEM 3804.726562 1690420193.0682
MEM 3822.757812 1690420193.1687
MEM 3824.554688 1690420193.2694
MEM 3840.539062 1690420193.3700
MEM 3858.550781 1690420193.4705
MEM 3864.996094 1690420193.5711
MEM 3876.792969 1690420193.6717
MEM 3894.785156 1690420193.7733
MEM 3919.746094 1690420193.8739
MEM 3921.789062 1690420193.9745
MEM 3926.128906 1690420194.0758
MEM 3939.789062 1690420194.1764
MEM 3957.570312 1690420194.2770
MEM 3975.609375 1690420194.3776
MEM 3993.652344 1690420194.4783
MEM 3993.644531 1690420194.5788
MEM 4011.683594 1690420194.6794
MEM 4029.722656 1690420194.7800
MEM 4047.769531 1690420194.8806
MEM 4047.761719 1690420194.9813
MEM 4065.535156 1690420195.0821
MEM 4083.582031 1690420195.1827
MEM 4101.617188 1690420195.2839
MEM 3919.761719 1690420195.3845
MEM 3789.617188 1690420195.4851
MEM 3789.367188 1690420195.5857
MEM 3789.117188 1690420195.6864
MEM 3788.871094 1690420195.7871
MEM 3788.621094 1690420195.8877
MEM 3792.640625 1690420195.9882
MEM 3796.480469 1690420196.0888
MEM 0.000000 1690420196.1894
MEM 0.000000 1690420196.2900
MEM 0.000000 1690420196.3905
MEM 0.000000 1690420196.4911
MEM 0.000000 1690420196.5917
MEM 0.000000 1690420196.6922
