CMDLINE /home/ey/personal/program/MoE/huggingface/transformers/venv/bin/python ./memory_profile.py
MEM 2278.746094 1684682803.3812
MEM 2291.378906 1684682803.4817
MEM 2301.433594 1684682803.5823
MEM 2309.425781 1684682803.6829
MEM 2323.347656 1684682803.7835
MEM 2328.761719 1684682803.8840
MEM 2345.519531 1684682803.9845
MEM 2350.933594 1684682804.0850
MEM 2363.566406 1684682804.1856
MEM 2373.105469 1684682804.2861
MEM 2381.585938 1684682804.3868
MEM 2387.773438 1684682804.4876
MEM 2399.632812 1684682804.5883
MEM 2408.398438 1684682804.6888
MEM 2417.421875 1684682804.7893
MEM 2430.828125 1684682804.8900
MEM 2435.468750 1684682804.9905
MEM 2449.906250 1684682805.0911
MEM 2453.648438 1684682805.1916
MEM 2471.437500 1684682805.2921
MEM 2476.078125 1684682805.3927
MEM 2489.484375 1684682805.4932
MEM 2497.734375 1684682805.5938
MEM 2507.531250 1684682805.6942
MEM 2519.906250 1684682805.7948
MEM 2525.578125 1684682805.8954
MEM 2541.820312 1684682805.9961
MEM 2543.625000 1684682806.0969
MEM 2553.421875 1684682806.1975
MEM 2561.671875 1684682806.2981
MEM 2573.273438 1684682806.3987
MEM 2579.718750 1684682806.4992
MEM 2590.031250 1684682806.5999
MEM 2597.507812 1684682806.7004
MEM 2610.656250 1684682806.8010
MEM 2615.554688 1684682806.9015
MEM 2633.085938 1684682807.0021
MEM 2637.468750 1684682807.1026
MEM 2651.648438 1684682807.2032
MEM 2658.609375 1684682807.3037
MEM 2669.695312 1684682807.4042
MEM 2678.976562 1684682807.5048
MEM 2687.742188 1684682807.6053
MEM 2699.601562 1684682807.7059
MEM 2705.789062 1684682807.8064
MEM 2722.289062 1684682807.9070
MEM 2725.125000 1684682808.0075
MEM 2741.882812 1684682808.1081
MEM 2747.296875 1684682808.2086
MEM 2759.917969 1684682808.3092
MEM 2768.941406 1684682808.4097
MEM 2777.667969 1684682808.5103
MEM 2788.238281 1684682808.6109
MEM 2795.714844 1684682808.7114
MEM 2810.667969 1684682808.8120
MEM 2815.308594 1684682808.9125
MEM 2831.808594 1684682809.0130
MEM 2838.253906 1684682809.1136
MEM 2849.855469 1684682809.2142
MEM 2858.878906 1684682809.3147
MEM 2867.902344 1684682809.4153
MEM 2881.050781 1684682809.5158
MEM 2885.949219 1684682809.6164
MEM 2901.687500 1684682809.7170
MEM 2906.070312 1684682809.8175
MEM 2922.050781 1684682809.9181
MEM 2926.949219 1684682810.0187
MEM 2940.097656 1684682810.1193
MEM 2946.542969 1684682810.2199
MEM 2957.886719 1684682810.3205
MEM 2967.425781 1684682810.4210
MEM 2975.933594 1684682810.5215
MEM 2989.339844 1684682810.6221
MEM 2994.238281 1684682810.7226
MEM 3012.027344 1684682810.8232
MEM 3016.152344 1684682810.9237
MEM 3030.074219 1684682811.0242
MEM 3038.582031 1684682811.1247
MEM 3048.121094 1684682811.2253
MEM 3061.269531 1684682811.3259
MEM 3066.167969 1684682811.4265
MEM 3081.636719 1684682811.5271
MEM 3086.019531 1684682811.6277
MEM 3102.261719 1684682811.7282
MEM 3107.675781 1684682811.8288
MEM 3120.308594 1684682811.9293
MEM 3128.816406 1684682812.0299
MEM 3138.097656 1684682812.1304
MEM 3151.503906 1684682812.2310
MEM 3156.660156 1684682812.3315
MEM 3174.191406 1684682812.4320
MEM 3179.863281 1684682812.5325
MEM 3192.238281 1684682812.6331
MEM 3201.519531 1684682812.7336
MEM 3210.285156 1684682812.8342
MEM 3224.207031 1684682812.9347
MEM 3229.105469 1684682813.0353
MEM 3246.121094 1684682813.1359
MEM 3250.246094 1684682813.2364
MEM 3264.425781 1684682813.3370
MEM 3271.386719 1684682813.4375
MEM 3282.472656 1684682813.5381
MEM 3293.558594 1684682813.6386
MEM 3300.519531 1684682813.7392
MEM 3313.152344 1684682813.8398
MEM 3318.566406 1684682813.9404
MEM 3336.355469 1684682814.0409
MEM 3340.996094 1684682814.1415
MEM 3354.402344 1684682814.2422
MEM 3354.402344 1684682814.3429
MEM 3366.261719 1684682814.4435
MEM 3372.449219 1684682814.5440
MEM 3387.917969 1684682814.6446
MEM 3392.558594 1684682814.7453
MEM 3408.542969 1684682814.8458
MEM 3413.957031 1684682814.9464
MEM 3426.589844 1684682815.0469
MEM 3426.921875 1684682815.1475
MEM 3427.179688 1684682815.2480
MEM 3427.179688 1684682815.3485
MEM 3427.179688 1684682815.4490
MEM 3427.179688 1684682815.5495
MEM 3427.179688 1684682815.6500
MEM 3427.179688 1684682815.7505
MEM 3427.179688 1684682815.8510
MEM 3427.179688 1684682815.9515
MEM 3427.179688 1684682816.0520
MEM 3427.179688 1684682816.1525
MEM 3427.488281 1684682816.2531
MEM 3427.488281 1684682816.3537
MEM 3427.488281 1684682816.4543
MEM 3427.488281 1684682816.5548
MEM 3427.488281 1684682816.6554
MEM 3427.488281 1684682816.7564
MEM 3427.488281 1684682816.8574
MEM 3427.488281 1684682816.9580
MEM 3427.488281 1684682817.0586
MEM 3427.488281 1684682817.1592
MEM 3427.488281 1684682817.2597
MEM 3427.488281 1684682817.3603
MEM 3427.488281 1684682817.4609
MEM 3427.488281 1684682817.5614
MEM 3427.488281 1684682817.6620
MEM 3427.488281 1684682817.7626
MEM 3427.488281 1684682817.8631
MEM 3211.843750 1684682817.9637
MEM 3127.777344 1684682818.0643
MEM 3124.625000 1684682818.1649
MEM 3121.527344 1684682818.2656
MEM 3119.195312 1684682818.3662
MEM 3115.828125 1684682818.4669
MEM 3128.199219 1684682818.5675
MEM 3126.121094 1684682818.6682
MEM 3122.753906 1684682818.7688
MEM 3120.160156 1684682818.8694
MEM 3119.117188 1684682818.9700
MEM 3116.781250 1684682819.0707
MEM 3113.414062 1684682819.1713
MEM 3110.316406 1684682819.2719
MEM 3126.296875 1684682819.3727
MEM 3116.484375 1684682819.4733
MEM 3112.035156 1684682819.5740
MEM 3110.187500 1684682819.6747
MEM 3127.421875 1684682819.7755
MEM 3123.539062 1684682819.8764
MEM 3119.914062 1684682819.9772
MEM 3110.042969 1684682820.0779
MEM 3127.820312 1684682820.1787
MEM 3123.652344 1684682820.2795
MEM 3120.542969 1684682820.3802
MEM 3118.464844 1684682820.4810
MEM 3115.097656 1684682820.5818
MEM 3111.988281 1684682820.6825
MEM 3123.582031 1684682820.7834
MEM 3120.476562 1684682820.8841
MEM 3118.398438 1684682820.9848
MEM 3115.031250 1684682821.0856
MEM 3111.402344 1684682821.1864
MEM 3109.585938 1684682821.2872
MEM 3120.792969 1684682821.3879
MEM 3118.324219 1684682821.4887
MEM 3111.347656 1684682821.5895
MEM 3125.257812 1684682821.6903
MEM 3121.632812 1684682821.7911
MEM 3118.781250 1684682821.8918
MEM 3115.156250 1684682821.9926
MEM 3110.218750 1684682822.0934
MEM 3115.214844 1684682822.1942
MEM 3111.355469 1684682822.2949
MEM 3120.371094 1684682822.3958
MEM 3115.464844 1684682822.4966
MEM 3112.617188 1684682822.5973
MEM 3109.511719 1684682822.6980
MEM 3118.265625 1684682822.7986
MEM 3114.898438 1684682822.8993
MEM 3124.171875 1684682822.9999
MEM 3120.804688 1684682823.1005
MEM 3109.449219 1684682823.2012
MEM 3119.234375 1684682823.3018
MEM 3113.804688 1684682823.4025
MEM 3119.984375 1684682823.5031
MEM 3118.164062 1684682823.6037
MEM 3107.320312 1684682823.7044
MEM 2815.773438 1684682823.8050
MEM 2797.410156 1684682823.9057
MEM 2797.410156 1684682824.0064
MEM 2797.410156 1684682824.1071
MEM 2797.410156 1684682824.2078
MEM 2797.410156 1684682824.3086
MEM 2805.972656 1684682824.4092
MEM 2805.972656 1684682824.5098
MEM 0.000000 1684682824.6105
MEM 0.000000 1684682824.7110
MEM 0.000000 1684682824.8116
MEM 0.000000 1684682824.9121
MEM 0.000000 1684682825.0130
MEM 0.000000 1684682825.1137
