CMDLINE /home/ey/personal/program/MoE/huggingface/transformers/venv/bin/python ./memory_profile.py
MEM 1642.386719 1684683849.5694
MEM 1642.386719 1684683849.6699
MEM 1642.386719 1684683849.7703
MEM 1642.386719 1684683849.8708
MEM 1642.386719 1684683849.9715
MEM 1642.386719 1684683850.0720
MEM 1642.386719 1684683850.1725
MEM 1642.386719 1684683850.2730
MEM 1642.386719 1684683850.3736
MEM 1642.644531 1684683850.4742
MEM 1642.644531 1684683850.5747
MEM 1642.644531 1684683850.6753
MEM 1642.644531 1684683850.7765
MEM 1642.644531 1684683850.8771
MEM 1642.644531 1684683850.9777
MEM 1642.644531 1684683851.0782
MEM 1642.644531 1684683851.1788
MEM 1642.644531 1684683851.2794
MEM 1642.644531 1684683851.3800
MEM 1642.644531 1684683851.4805
MEM 1642.644531 1684683851.5811
MEM 1642.644531 1684683851.6817
MEM 1642.644531 1684683851.7822
MEM 1642.644531 1684683851.8828
MEM 1642.644531 1684683851.9834
MEM 1642.644531 1684683852.0840
MEM 1355.042969 1684683852.1846
MEM 1325.507812 1684683852.2852
MEM 1325.507812 1684683852.3858
MEM 1325.507812 1684683852.4864
MEM 1374.082031 1684683852.5870
MEM 1432.089844 1684683852.6877
MEM 1478.496094 1684683852.7883
MEM 1535.988281 1684683852.8889
MEM 1595.285156 1684683852.9895
MEM 1640.402344 1684683853.0901
MEM 1676.496094 1684683853.1909
MEM 1725.996094 1684683853.2915
MEM 1784.003906 1684683853.3921
MEM 1839.949219 1684683853.4927
MEM 1890.222656 1684683853.5933
MEM 1946.425781 1684683853.6939
MEM 2004.949219 1684683853.7945
MEM 2063.214844 1684683853.8951
MEM 2108.574219 1684683853.9958
MEM 2166.066406 1684683854.0964
MEM 2225.105469 1684683854.1970
MEM 2282.082031 1684683854.2976
MEM 2321.546875 1684683854.3982
MEM 2377.222656 1684683854.4988
MEM 2417.265625 1684683854.5994
MEM 2461.398438 1684683854.7000
MEM 2515.277344 1684683854.8009
MEM 2552.527344 1684683854.9015
MEM 2599.445312 1684683855.0022
MEM 2634.363281 1684683855.1029
MEM 2672.957031 1684683855.2037
MEM 2722.738281 1684683855.3043
MEM 2711.453125 1684683855.4050
MEM 2433.558594 1684683855.5057
MEM 2433.558594 1684683855.6064
MEM 2433.558594 1684683855.7070
MEM 2433.558594 1684683855.8077
MEM 2433.558594 1684683855.9084
MEM 2433.558594 1684683856.0091
MEM 2433.558594 1684683856.1097
MEM 2433.558594 1684683856.2104
MEM 2442.199219 1684683856.3110
MEM 2442.199219 1684683856.4116
MEM 2442.199219 1684683856.5124
MEM 0.000000 1684683856.6131
MEM 0.000000 1684683856.7138
MEM 0.000000 1684683856.8144
MEM 0.000000 1684683856.9150
