CMDLINE /home/ey/personal/program/MoE/huggingface/transformers/venv/bin/python ./memory_profile.py
MEM 2080.316406 1684683966.1284
MEM 2087.792969 1684683966.2289
MEM 2098.105469 1684683966.3294
MEM 2110.222656 1684683966.4300
MEM 2116.152344 1684683966.5305
MEM 2133.167969 1684683966.6311
MEM 2137.550781 1684683966.7317
MEM 2152.246094 1684683966.8322
MEM 2159.980469 1684683966.9328
MEM 2170.292969 1684683967.0333
MEM 2181.636719 1684683967.1338
MEM 2188.339844 1684683967.2344
MEM 2203.808594 1684683967.3349
MEM 2208.449219 1684683967.4355
MEM 2224.433594 1684683967.5360
MEM 2230.363281 1684683967.6366
MEM 2242.480469 1684683967.7371
MEM 2251.503906 1684683967.8377
MEM 2260.269531 1684683967.9382
MEM 2269.808594 1684683968.0388
MEM 2278.316406 1684683968.1394
MEM 2290.433594 1684683968.2399
MEM 2296.363281 1684683968.3405
MEM 2311.316406 1684683968.4413
MEM 2315.699219 1684683968.5419
MEM 2332.457031 1684683968.6424
MEM 2337.097656 1684683968.7430
MEM 2350.503906 1684683968.8436
MEM 2358.753906 1684683968.9442
MEM 2368.550781 1684683969.0447
MEM 2380.410156 1684683969.1453
MEM 2386.597656 1684683969.2458
MEM 2402.582031 1684683969.3465
MEM 2406.964844 1684683969.4471
MEM 2422.691406 1684683969.5477
MEM 2428.878906 1684683969.6482
MEM 2440.480469 1684683969.7488
MEM 2450.535156 1684683969.8493
MEM 2458.527344 1684683969.9499
MEM 2472.449219 1684683970.0504
MEM 2476.574219 1684683970.1510
MEM 2492.816406 1684683970.2515
MEM 2497.457031 1684683970.3521
MEM 2512.667969 1684683970.4527
MEM 2519.628906 1684683970.5533
MEM 2530.714844 1684683970.6541
MEM 2530.714844 1684683970.7547
MEM 2544.636719 1684683970.8552
MEM 2549.019531 1684683970.9557
MEM 2566.808594 1684683971.0563
MEM 2569.644531 1684683971.1570
MEM 2584.855469 1684683971.2577
MEM 2590.011719 1684683971.3583
MEM 2602.902344 1684683971.4588
MEM 2603.218750 1684683971.5594
MEM 2603.476562 1684683971.6599
MEM 2603.476562 1684683971.7605
MEM 2603.476562 1684683971.8610
MEM 2603.476562 1684683971.9615
MEM 2603.476562 1684683972.0620
MEM 2603.476562 1684683972.1624
MEM 2603.476562 1684683972.2629
MEM 2603.476562 1684683972.3635
MEM 2603.476562 1684683972.4641
MEM 2603.476562 1684683972.5645
MEM 2603.476562 1684683972.6652
MEM 2603.476562 1684683972.7663
MEM 2603.476562 1684683972.8669
MEM 2603.476562 1684683972.9679
MEM 2603.476562 1684683973.0688
MEM 2603.476562 1684683973.1697
MEM 2603.476562 1684683973.2703
MEM 2603.476562 1684683973.3710
MEM 2603.476562 1684683973.4716
MEM 2603.476562 1684683973.5723
MEM 2603.476562 1684683973.6729
MEM 2603.476562 1684683973.7735
MEM 2603.476562 1684683973.8740
MEM 2603.476562 1684683973.9746
MEM 2603.476562 1684683974.0751
MEM 2603.476562 1684683974.1757
MEM 2603.476562 1684683974.2763
MEM 2458.234375 1684683974.3768
MEM 2459.328125 1684683974.4775
MEM 2423.855469 1684683974.5782
MEM 2369.835938 1684683974.6789
MEM 2360.468750 1684683974.7797
MEM 2360.269531 1684683974.8807
MEM 2372.089844 1684683974.9815
MEM 2373.878906 1684683975.0822
MEM 2382.937500 1684683975.1831
MEM 2391.992188 1684683975.2837
MEM 2406.972656 1684683975.3845
MEM 2410.101562 1684683975.4851
MEM 2419.156250 1684683975.5858
MEM 2428.210938 1684683975.6864
MEM 2437.265625 1684683975.7870
MEM 2445.804688 1684683975.8877
MEM 2463.605469 1684683975.9884
MEM 2464.734375 1684683976.0892
MEM 2472.714844 1684683976.1900
MEM 2482.847656 1684683976.2908
MEM 2490.824219 1684683976.3916
MEM 2499.878906 1684683976.4922
MEM 2508.941406 1684683976.5929
MEM 2526.613281 1684683976.6935
MEM 2522.777344 1684683976.7941
MEM 2535.183594 1684683976.8947
MEM 2540.375000 1684683976.9954
MEM 2549.429688 1684683977.0960
MEM 2558.281250 1684683977.1966
MEM 2576.355469 1684683977.2973
MEM 2571.683594 1684683977.3979
MEM 2580.738281 1684683977.4985
MEM 2585.652344 1684683977.5991
MEM 2592.125000 1684683977.6997
MEM 2286.160156 1684683977.8003
MEM 2264.203125 1684683977.9010
MEM 2264.203125 1684683978.0016
MEM 2264.203125 1684683978.1023
MEM 2264.203125 1684683978.2029
MEM 2264.203125 1684683978.3036
MEM 2264.203125 1684683978.4042
MEM 2264.203125 1684683978.5049
MEM 2264.203125 1684683978.6056
MEM 2272.843750 1684683978.7062
MEM 2272.843750 1684683978.8070
MEM 2272.843750 1684683978.9077
MEM 0.000000 1684683979.0083
MEM 0.000000 1684683979.1088
MEM 0.000000 1684683979.2094
MEM 0.000000 1684683979.3099
