0 0 0.23898666328676066
0 1 0.2409699228667403
0 2 0.2394582203198495
0 3 0.23946851040991476
0 4 0.24095730465425028
0 5 0.2390422494130151
0 6 0.2403245909055029
0 7 0.24161607759694176
1 0 0.23928658166973304
1 1 0.2408559751118829
1 2 0.2396991169045281
1 3 0.23976404329454498
1 4 0.24066848977390137
1 5 0.23940001070227973
1 6 0.2405215599075391
1 7 0.24100640941015394
2 0 0.23884253943586903
2 1 0.24107661139148662
2 2 0.2395119230026335
2 3 0.2393767620026523
2 4 0.2403730033934649
2 5 0.23952714465567784
2 6 0.24036745213596186
2 7 0.24132970573855966
3 0 0.23953772230161013
3 1 0.2409349759672913
3 2 0.23944045389324597
3 3 0.23939773256775093
3 4 0.24048167730562198
3 5 0.23894109665845953
3 6 0.2400782595297135
3 7 0.24174051415128248
4 0 0.23911553469946367
4 1 0.24121810501383267
4 2 0.23952278754044087
4 3 0.2393764542707908
4 4 0.24105240826590296
4 5 0.23928357349624843
4 6 0.2402717853611873
4 7 0.24156067290509903
5 0 0.23914665410675132
5 1 0.24068751299621735
5 2 0.23961474778252545
5 3 0.23979018982592704
5 4 0.2415222002654423
5 5 0.23908945137176882
5 6 0.24053708167265309
5 7 0.24151396603094985
